iter	Passed	Remaining
1432	51572	164361
1433	51605	164315
1434	51637	164267
1435	51675	164237
1436	51709	164196
1437	51742	164151
1438	51777	164113
1439	51809	164063
1440	51843	164021
1441	51880	163988
1442	51914	163944
1443	51946	163898
1444	51979	163852
1445	52011	163805
1446	52044	163759
1447	52083	163732
1448	52115	163685
1449	52147	163636
1450	52180	163589
1451	52213	163543
1452	52244	163492
1453	52285	163472
1454	52321	163437
1455	52353	163388
1456	52385	163341
1457	52417	163292
1458	52453	163255
1459	52494	163236
1460	52526	163188
1461	52558	163138
1462	52590	163090
1463	52622	163041
1464	52654	162995
1465	52694	162970
1466	52725	162922
1467	52758	162875
1468	52790	162827
1469	52826	162792
1470	52861	162752
1471	52898	162720
1472	52930	162673
1473	52973	162657
1474	53015	162640
1475	53059	162630
1476	53101	162613
1477	53136	162573
1478	53170	162530
1479	53202	162482
1480	53234	162433
1481	53266	162386
1482	53297	162335
1483	53341	162326
1484	53374	162279
1485	53408	162239
1486	53442	162196
1487	53475	162150
1488	53508	162107
1489	53561	162121
1490	53612	162131
1491	53664	162144
1492	53715	162152
1493	53768	162169
1494	53819	162177
1495	53876	162204
1496	53924	162205
1497	53971	162203
1498	54013	162185
1499	54046	162140
1500	54078	162090
1501	54109	162041
1502	54142	161995
1503	54174	161948
1504	54214	161921
1505	54246	161875
1506	54280	161833
1507	54313	161787
1508	54345	161741
1509	54381	161704
1510	54420	161675
1511	54452	161629
1512	54486	161586
1513	54535	161587
1514	54592	161615
1515	54640	161616
1516	54693	161628
1517	54746	161641
1518	54778	161594
1519	54814	161557
1520	54853	161531
1521	54886	161484
1522	54919	161441
1523	54951	161391
1524	54983	161345
1525	55015	161298
1526	55060	161286
1527	55109	161289
1528	55167	161317
1529	55218	161324
1530	55267	161325
1531	55310	161310
1532	55346	161274
1533	55378	161224
1534	55410	161176
1535	55442	161130
1536	55478	161092
1537	55518	161067
1538	55557	161039
1539	55594	161006
1540	55632	160976
1541	55665	160931
1542	55703	160901
1543	55741	160870
1544	55773	160823
1545	55805	160774
1546	55838	160728
1547	55869	160679
1548	55901	160629
1549	55944	160615
1550	55977	160568
1551	56009	160521
1552	56041	160474
1553	56073	160426
1554	56105	160378
1555	56136	160328
1556	56174	160298
1557	56208	160254
1558	56241	160210
1559	56274	160165
1560	56305	160116
1561	56343	160084
1562	56393	160088
1563	56438	160078
1564	56478	160052
1565	56512	160009
1566	56544	159962
1567	56577	159917
1568	56611	159876
1569	56649	159844
1570	56682	159799
1571	56714	159753
1572	56746	159704
1573	56779	159659
1574	56814	159621
1575	56858	159608
1576	56902	159595
1577	56952	159595
1578	56994	159576
1579	57031	159545
1580	57071	159517
1581	57105	159477
1582	57137	159430
1583	57169	159382
1584	57201	159334
1585	57233	159285
1586	57278	159275
1587	57313	159235
1588	57344	159186
1589	57375	159136
1590	57408	159091
1591	57444	159054
1592	57482	159025
1593	57516	158980
1594	57549	158938
1595	57582	158892
1596	57614	158845
1597	57647	158801
1598	57686	158772
1599	57718	158725
1600	57750	158678
1601	57781	158629
1602	57814	158583
1603	57847	158539
1604	57887	158514
1605	57921	158471
1606	57953	158426
1607	57984	158376
1608	58017	158330
1609	58049	158283
1610	58082	158239
1611	58121	158212
1612	58155	158168
1613	58186	158121
1614	58218	158073
1615	58250	158027
1616	58283	157980
1617	58315	157934
1618	58357	157913
1619	58390	157870
1620	58422	157823
1621	58454	157777
1622	58487	157731
1623	58520	157688
1624	58552	157641
1625	58595	157623
1626	58627	157576
1627	58658	157528
1628	58691	157483
1629	58723	157436
1630	58755	157390
1631	58788	157344
1632	58830	157326
1633	58863	157280
1634	58896	157236
1635	58928	157190
1636	58959	157142
1637	58991	157095
1638	59023	157049
1639	59062	157020
1640	59097	156979
1641	59130	156937
1642	59162	156891
1643	59194	156844
1644	59226	156797
1645	59258	156750
1646	59299	156728
1647	59332	156682
1648	59364	156636
1649	59395	156589
1650	59429	156545
1651	59460	156497
1652	59493	156454
1653	59535	156434
1654	59569	156391
1655	59601	156346
1656	59634	156301
1657	59668	156261
1658	59701	156216
1659	59732	156169
1660	59769	156135
1661	59806	156100
1662	59838	156054
1663	59870	156009
